og_species_patch
Abolboda poarchon
Abolboda pulchella
Abrus precatorius
Acanthus spinosus
Achillea ambrosiaca
Achyrantes aspera var indica
Acnistus arborescens
Aconitum columbianum
Aconitum lycoctonum
Acosmium dasycarpum
Acourtia runcinata
Adansonia digitata
Adansonia gibbosa
Adansonia grandidieri
Adansonia madagascariensis
Adansonia perrieri
Adansonia rubrostipa
Adansonia suarecensis
Adansonia za
Adenophora capillaris
Adenophora jasionifolia
Adenophora khasiana
Adenophora triphylla var japonica
Adonis ramosa
Aechmea lasseri
Aechmea mariae-reginae
Aechmea pectinata
Aechmea vanhoutteana
Agalinis auriculata
Agarista revoluta
Agave macroacantha
Ajuga chamaepitys
Ajuga iva
Alcea biennis
Alkanna tinctoria
Allium neapolitanum
Allium subhirsutum
Alstroemeria aurea
Alstroemeria umbellata
Alternanthera ficoidea
Alysicarpus vaginalis
Amborella trichopoda
Lysimachia arvensis
Anaxagorea brevipes
Anaxagorea crassipetala
Anaxagorea dolichocarpa
Anaxagorea manausensis
Anaxagorea phaeocarpa
Anaxagorea prinoides
Anchusa undulata
Anchusa variegata
Anemone coronaria
Anemone hortensis
Annona crassiflora
Anthyllis hermanniae
Anthyllis vulneraria
Anticlea occidentalis
Apinia roxburghii
Apocynum cannabinum
Arabis caucasica
Ardisia compressa
Arenaria cretica
Argythamnia candicans
Aristolochia baetica
Aristolochia bianorii
Aristolochia grandiflora
Aristolochia paucinervis
Armeria canescens
Artabotrys blumei
Artabotrys brachypetalus
Arthrostema ciliatum
Asclepias curassavica
Asclepias speciosa
Asimina triloba
Asparagus acutifolius
Asphodelus aestivus
Asphodelus ramosus (misident as A aestivus
Aspidistra xuanxonensis var xuansonensis
Aspidosperma macrocarpon
Aspidosperma tomentosum
Astragalus depressus
Astragalus monspessulanus
Astrocaryum vulgare
Avicennia germinans
Avicennia marina var australasica
Balanophora fungosa ssp indica
Balanophora harlandii
Ballota acetabulosa
Bartsia alpina
Bauhinia divaricata
Begonia gracilis
Bellardia trixago
Bellis annua
Besleria formosa
Besleria solanoides
Besleria triflora
Billbergia distachia
Biscutella didyma
Blechum pyramidatum
Blepharocalyx salicifolius
Blumenbachia amana
Blumenbachia insignis
Bomarea edulis
Spermacoce laevis
Bretschneidera sinensis
Broughtonia sanguinea
Bunchosia nitida
Burmeistera cyclostigmata
Burmeistera parviflora
Bursera simaruba
Butomus umbellatus
Byrsonima coccolobifolia
Byrsonima crassifolia
Byrsonima verbascifolia
Caesalpinia calycina
Caesalpinia gilliesii
Caesalpinia pluviosa var sanfranciscana
Calathea casupito
Calendula arvensis
Calochortus leichtlinii
Camellia pubipetala
Campanula americana
Campanula drabifolia ssp drabifolia
Campanula glomerata
Campanula lingulata
Campanula oreadum
Campanula persicifolia
Campanula rapunculoides
Campanula rotundifolia
Campanula scheuchzeri
Campanula sparsa
Campanula spatulata subsp spatulata
Campanula spatulata subs spruneriana
Campanula trachelion
Campanula uniflora
Campanula versicolor
Campsis radicans
Canarina canariensis
Kohleria tigridia
Capparis ferruginea
Cynophalla flexuosa
Capparis spinosa
Capraria biflora
Capsella bursa-pastoris
Cardamine angustata
Lepidium draba
Carduus pycnocephalus ssp albidus
Carnegia gigantea
Caryocar brasiliense
Chamaecrista fasciculata
Senna ligustrina
Senna occidentalis
Casuarina equisetifolia
Cavendishia bracteata
Cedrela tonduzii
Centaurea orphanidea ssp orphanidea
Centaurea raphanina ssp mixta
Centropogon costaricae
Centropogon solanifolius
Psychotria aubletiana
Psychotria elata
Cerastium latifolium
Cerastium theophrasti
Cerastium uniflorum
Ceropegia thaithongiae
Ceroxylon parvifrons
Ceroxylon ventricosum
Ceroxylon vogelianum
Cestrum fragile
Chamaedorea pinnatifrons
Matricaria chamomilla
Chimaphila umbellata
Chloraea alpina
Chloris barbata
Chondrilla juncea
Chondrilla ramosissima
Glebionis coronaria
Chrysophyllum marginatum
Cipura formosa
Cipura sp new species
Cissampelos pareira
Cistus crispus
Cistus ladanifer
Cistus parviflorus
Cistus salvifolius
Citrus aurantiifolia
Claytonia virginica
Cleistocactus baumannii
Clematis cirrhosa
Clematis flammula
Cethra alnifolia
Clethra lanata
Clusia arrudae
Clusia grandiflora
Clusia insignis
Clusia nemorosa
Clusia renggerioides
Clusia schumburgkiana
Cnidoscolus souzae
Colchicum stevenii
Columnea magnifica
Combretum fruticosum
Commelina erecta
Comocladia pinnatifolia
Connarus suberosus
Conocarpus erectus
Conostegia oerstediana
Conostegia xalapensis
Convolvulus althaeoides
Convolvulus arvensis
Convolvulus cantabrica
Coptis aspleniifolia
Cordia brownei
Cordia gerascanthus
Cordia globosa var humilis
Cordia sebestena
Coryphantha elephantidens
Costus montanus
Costus spiralis
Costus wilsonii
Couepia grandiflora
Crocus cancelatus
Crocus laevigatus
Crotalaria verrucosa
Croton discolor
Croton sarcopetalus
Crupina crupinastrum
Cucurbita maxima ssp andreana
Boesenbergia longiflora
Cyananthus delavayi
Cyclamen graecum
Cynoglossum officinale
Cypella amplimaculata
Cypripedium kentuckiense
Dalbergia brownei
Dalbergia miscolobium
Daphne oleoides
Daucus guttatus
Davilla elliptica
Davilla kunthii
Delphinium barbeyi
Delphinium peregrinum
Desmodium canum
Desmodium grahamii
Desmodium triflorum
Dianthus glacialis
Dianthus integer
Dianthus morisianus
Dianthus pavonius
Dicliptera iopus
Dictamnus albus
Schefflera macrocarpa
Dimorphandra mollis
Dittrichia graveolens
Draba aizoides
Drosera tokaensis
Drosera toyoakensis
Drosophyllum lusitanicum
Dryas integrifolia
Dryas octopetala
Drymonia conchocalyx
Dyckia excelsa
Ebenus sibthorpii
Ecballium elaterium
Echeveria gibbiflora
Echinocereus fasciculatus
Echinodorus longipetalus
Echinops microcephalus
Echinopsis chamaecereus
Echinopsis rhodotricha
Echium angustifolium
Echium simplex
Edraianthus graminifolius
Ehretia tinifolia
Eichhornia azurea
Emilia sonchifolia
Emmotum nitens
Encholirium heloisae
Encholirium vogelii
Enterolobium ellipticum
Epilobium angustifolium
Eremanthus glomerulatus
Erica manipuliflora
Erica multiflora
Eriope blanchetii
Eriotheca pubescens
Erodium cicutarium ssp cicutarium
Erodium malacoides
Eruca vesicaria
Eryngium campestre
Eryngium maritimum
Erythrina crista galli
Erythrina lanceolata
Erythrina mitis
Erythronium japonicum
Erythronium umbilicatum
Erythroxylum amplum
Erythroxylum suberosum
Erythroxylum tortuosum
Escontria chiotilla
Euphorbia acanthothamnos
Euphrasia montana
Eupomatia bennettii
Eupomatia laurina
Euterpe edulis
Evolvulus nummularius
Faramea occidentalis
Fritillaria graeca ssp graeca
Fuchsia arborescens
Fuchsia fulgens
Fuchsia jimenezii
Fuchsia microphylla
Fuchsia obconica
Fuchsia parviflora
Fuchsia thymifolia
Fumana arabica
Fumana thymifolia
Fumaria judaica ssp amarysia
Gagea granatelli
Gaiadendron punctatum
Gaylussacia baccata
Gaylussacia frondosa
Gentiana clusii
Gentiana straminea
Gentiana verna
Gentianella germanica
Gentianopsis detonsa
Geonoma simplicifrons
Geonoma tenuis
Geranium maculatum
Geranium rotundifolium
Globularia alypum
Gongora quinquenervis
Gongylolepis martiana
Gonzalagunia rosea
Govenia fasciata
Govenia utriculata
Griffinia gardneriana
Guapira graciliflora
Guapira noxia
Guazuma ulmifolia
Guettarda crispifolia ssp poasana
Gymnocladus assamicus
Halimium commutatum
Hamamelis virginiana
Hamelia patens
Hampea appendiculata
Hancornia speciosa
Hansteinia blepharorhachis
Harrisia balansae
Hechtia schottii
Helichrysum stoechas ssp barrelieri
Heliconia acuminata
Heliconia aurea
Heliconia bihai
Heliconia monteverdensis
Heliconia psittacorum
Heliconia revoluta
Heliconia aff tortuosa
Heliconia tortuosa
Heliconia hirsuta
Heliconia wagneriana
Heliotropium angiospermum
Heliotropium dolosum
Heliotropium europaeum
Heliotropium hirsutissimum
Hemerocallis citrina
Hemerocallis fulva
Hepatica americana
Herbertia pulchella
Heterotaxis superflua
Hibiscus aponeurus
Hibiscus flavifolius
Hirschfeldia incana
Hydnora visseri
Hymenaea stigonocarpa
Anthyllis circinnata
Hypericum empetrifolium
Hypericum triquetrifolium
Hypochaeris achyrophorus
Hypoxis aurea
Hypoxis hirsuta
Hyptis pectinata
Iberis sempervirens
Ilex glabra
Ilex opaca
Impatiens hypophylla var hypophylla
Impatiens hypophylla var microhypophylla
Incarvillea mairei
Indigofera tinctoria
Inga sierrae
Inga densiflora
Inga ingoides
Inga longispica
Inga mortoniana
Inga oesterdiana
Inga punctata
Inga nobilis ssp quaternata
Inga sessilis
Inga striata
Inga vera subsp affinis
Ipomoea acuminata
Ipomoea tiliacea
Ipomoea triloba
Ipomopsis aggregata
Iris cristata
Iris dichotoma
Iris domestica
Iris pumila ssp attica
Isolona campanulata
Isoplexis canariensis
Jacquinia arborea
Jatropha curcas
Justicia aurea
Justicia oerstedii
Kalanchoe daigremontiana
Kalanchoe pinnata
Kalmia angustifolia
Kalmia latifolia
Kielmeyera coriacea
Kielmeyera speciosa
Kigelia africana
Koelreuteria elegans ssp formosana
Kohleria strigosa
Laguncularia racemosa
Lamiastrum galeobdolon
Lamium amplexicaule
Lamium maculatum
Lantana camara
Lantana involucrata
Lapageria rosea
Lasiacis divaricata
Lathyrus cicera
Laurus azorica
Lavandula pedunculata subsp sampaiana
Lavandula stoechas subsp luisieri
Lavandula stoechas subsp stoechas
Leonotis nepetifolia
Lilium philadelphicum
Linaria alpina
Linaria peloponesica
Linum hirsutum
Linum strictum
Phyla nodiflora
Lloydia oxycarpa
Lobelia cardinalis
Lobelia laxiflora
Lonicera arborea
Lonicera etrusca
Lophocereus schottii
Lotus corniculatus
Ludovia lancifolia
Luisia teres
Lycianthes synanthera
Lyonia ligustrina
Machaerium opacum
Magnolia jardinensis
Magnolia yarumalensis
Malcolmia chia
Malpighia glabra
Malva sylvestris
Malvaviscus palmatus
Mammillaria grahamii
Mandevilla tenuifolia
Maranthes polyandra
Marginatocereus marginatus
Matayba apetala
Mazus miquelii
Mazus pumilus
Mazus stachydifolius
Medicago citrina
Medicago lupulina
Medicago sativa
Melocactus curvispinus
Melochia nodiflora
Merremia umbellata
Mertensia fusiformis
Miconia albicans
Miconia burchellii
Miconia cataractae
Miconia elaeoides
Miconia ferruginata
Mimosa pudica
Mimulus guttatus
Minuartia verna
Monnina sylvatica
Monochaetum floribundum
Monochaetum linearifolium
Monodora tenuifolia
Monopyle maxonii
Moraea bifida
Moraea collina
Moraea comptonii
Moraea elegans
Moraea miniata
Moraea ochroleuca
Moraea reflexa
Moraea vallisbelli
Moraea pseudospicata
Morinda parvifolia
Morinda royoc
Morinda umbellata ssp boninensis
Musa itinerans
Muscari commutatum
Leopoldia comosa
Muscari neglectum
Ensete lasiocarpum
Myosotis alpestris
Myrcia splendens
Myristica fatua var magnifica
Myrtillocactus geometrizans
Napoleonaea vogelii
Narcissus tazetta
Neea amplifolia
Nelumbo lutea
Neobuxbaumia macrocephala
Neobuxbaumia mezcalaensis
Neoregelia ibitipocensis
Neoregelia oligantha
Nepenthes mirabilis
Nicotiana glauca
Nigella arvensis
Nitraria billardieri
Nyssa yunnanensis
Ocotea spixiana
Oenothera casimiri
Oenothera flaemingina
Oenothera nuda
Oenothera paradoxa
Oenothera rubricaulis
Olyra latifolia
Ononis ornithopodioides
Ophrys fusca
Ophrys sphegodes ssp sphegodes
Ophrys tenthredinifera
Opuntia elata
Opuntia engelmannii subsp lindheimeri
Opuntia microdasys
Opuntia quimilo
Opuntia rastrera
Opuntia retrorsa
Opuntia robusta
Osyris alba
Ouratea hexasperma
Oxalis pes-caprae
Pachycereus pecten-aboriginum
Pachycereus pringlei
Pachygenium bonariense
Pachygenium pteryganthum
Paeonia californica
Palicourea galeottiana
Palicourea macrocalyx
Palicourea montivaga
Palicourea rigida
Pallenis spinosa
Vagaria parviflora
Papaver rhoeas
Pariana stenolemma
Passiflora suberosa
Paullinia weinmanniifolia
Pavonia schiedeana
Pedicularis hirsuta
Pedicularis lapponica
Pedicularis palustris
Pedicularis siphonantha
Petrocoptis grandiflora
Petrocoptis montsicciana
Petrorhagia dubia
Petunia mantiqueirensis
Petunia secreta
Phagnalon graecum
Phlomis fruticosa
Phlox divaricata
Cinnamomum erythropus
Blutaparon vermiculare
Physalis angulata
Phytolacca rivinoides
Pilosocereus moritzianus
Pilostyles thurberi
Pinguicula alpina
Pinguicula ionantha
Pinguicula ongifolia subsp longifolia
Pinguicula lutea
Pinguicula moranensis
Pinguicula planifolia
Pinguicula vallisneriifolia
Pinguicula villosa
Pinguicula vulgaris
Piptocarpha rotundifolia
Piscidia piscipula
Pitcairnia altensteinii
Plantago lagopus
Podophyllum peltatum
Polaskia chende
Polaskia chichipe
Polygala vayredae
Pontederia cordata
Portulaca oleracea
Portulaca umbraticola
Potentilla aurea
Potentilla deorum
Pouteria ramiflora
Praecereus saxicola
Prasium majus
Prestoea decurrens
Prestoea schultzeana
Primula farinosa
Primula palinuri
Pritzelago alpina
Priva lappulacea
Prunella vulgaris
Pseuduvaria mulgraveana
Bituminaria bituminosa
Psychotria cuspidata
Psychotria calophylla
Psychotria homalosperma
Notopleura tonduzii
Pterocephalus plumosus
Pterocereus gaumeri
Pterodon emarginatus
Qualea grandiflora
Qualea multiflora
Qualea parviflora
Rafflesia patma
Ranunculus alpestris
Ranunculus brevifolius
Ranunculus glacialis(Beckwithia glacialis
Ranunculus sartorianus
Ranunculus sprunerianus
Myrsine guianensis
Razisea spicata
Reichardia picroides
Renealmia nicolaioides
Reseda alba
Rhododendron calendulaceum
Rhododendron viscosum
Rhodohypoxis baurii var confecta
Rhodolirion montanum
Rhynchosia minima
Rivina humilis
Romulea linaresii ssp graeca
Arachnothryx calycosa
Arachnothryx torresii
Roupala montana
Ruellia nudiflora
Rumex acetosa
Ruellia tuberosa
Ruta graveolens
Salacia multiflora
Salvia coccinea
Salvia miltiorrhiza
Salvia rhombifolia
Salvia stachydifolia
Salvia tiliifolia
Salvia fruticosa
Salvia verbenaca
Sanguinaria canadensis
Sarcopoterium spinosum
Sarcostemma clausum
Satureja thymbra
Satyria warszewiczii
Saurauia montana
Saxifraga androsace
Saxifraga bryoides
Saxifraga caesia
Saxifraga exarata
Saxifraga glabella
Saxifraga exarata ssp moschata
Saxifraga oppositifolia
Saxifraga paniculata
Scabiosa atropurpurea
Scaligeria cretica
Scandix australis
Prospero autumnale
Scleria latifolia
Sclerolobium paniculatum
Scolymus hispanicus
Podospermum canum
Scorzonera czerepanovii
Scutellaria alpina
Sedum magellense
Senecio vulgaris
Sesuvium portulacastrum
Sherardia arvensis
Sida acuta
Sida spinosa
Sidalcea candida
Silene acaulis
Silene colorata
Silene latifolia
Silene saxifraga
Silene virginica
Silene vulgaris
Siparuna chiridota
Siparuna aff macropetala
Siparuna macrophylla
Siparuna neglecta
Siparuna pauciflora
Siparuna sarauiifolia
Siparuna aff thecaphora
Siparuna umbellifera
Siphoneugena densiflora
Sisymbrium orientale
Smilax brasiliense
Solanum americanum
Solanum bahamense
Solanum erianthum
Solanum havanense
Solanum asperolanatum
Solanum lycocarpum
Solanum nudum
Solanum aturense
Solanum torvum
Solanum trizygum
Solanum vespertilio
Sophora fernandeziana
Spilanthes urens
Spondias macrocarpa
Spondias mombin
Stachys cretica
Stachytarpheta jamaicensis
Stellaria pubera
Stenocereus eruca
Stenocereus griseus
Stenocereus queretaroensis
Stenocereus stellatus
Stenocereus thurberi
